Zulassungsnr,Code_Hinweis,Text_Hinweis
008950-00,NN000,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Populationen relevanter Nutzorganismen nicht gefährdet.
006218-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006218-00,NN130,Das Mittel wird als nichtschädigend für Populationen der Arten Pardosa amentata und palustris (Wolfspinnen) eingestuft.
006218-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
006218-00,NN170,Das Mittel wird als nichtschädigend für Populationen der Art Chrysoperla carnea (Florfliege) eingestuft.
006218-00,NN1842,Das Mittel wird als nichtschädigend für Populationen der Art Aphidius rhopalosiphi (Brackwespe) eingestuft.
027526-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
027526-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
027526-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00B198-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B198-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B198-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
02A325-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
02A325-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
02A948-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008286-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008286-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B059-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B059-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008450-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024602-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024602-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
024602-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
007851-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
007851-00,NN001,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Populationen der auf Pflanzen lebenden Nutzorganismen nicht gefährdet.
050425-72,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
008023-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
008023-00,NN001,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Populationen der auf Pflanzen lebenden Nutzorganismen nicht gefährdet.
008219-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008632-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008632-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008632-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
006902-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006902-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B269-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B269-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
034060-63,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034060-63,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028854-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028854-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028854-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
006220-63,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006220-63,NN130,Das Mittel wird als nichtschädigend für Populationen der Arten Pardosa amentata und palustris (Wolfspinnen) eingestuft.
006220-63,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
006220-63,NN161,Das Mittel wird als nichtschädigend für Populationen der Art Coccinella septempunctata (Siebenpunkt-Marienkäfer) eingestuft.
006220-63,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
008838-64,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008838-64,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008838-64,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
028610-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028610-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028610-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
008188-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008188-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
035938-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
035938-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028571-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028571-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028571-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A070-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A070-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A070-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
044915-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
044915-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
044915-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A462-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A462-00,NB6644,"Die Anwendung in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Pyrethroide ist auch während des Bienenfluges an blühenden Pflanzen und an Pflanzen, die von Bienen beflogen werden, erlaubt."
00A462-00,NB6645,"Das Mittel darf in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Neonikotinoide an blühenden Pflanzen und an Pflanzen, die von Bienen be-flogen werden, angewendet werden, sofern dies ausweislich der Gebrauchsanleitung des Insektizids erlaubt ist."
005322-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
005322-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
005322-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
005322-00,NN1842,Das Mittel wird als nichtschädigend für Populationen der Art Aphidius rhopalosiphi (Brackwespe) eingestuft.
033838-64,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
033838-64,NN130,Das Mittel wird als nichtschädigend für Populationen der Arten Pardosa amentata und palustris (Wolfspinnen) eingestuft.
033838-64,NN166,Das Mittel wird als nichtschädigend für Populationen der Art Pterostichus melanarius (Laufkäfer) eingestuft.
024182-67,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024182-67,NN134,Das Mittel wird als nichtschädigend für Populationen der Art Typhlodromus pyri (Raubmilbe) eingestuft.
030526-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
030526-61,NN134,Das Mittel wird als nichtschädigend für Populationen der Art Typhlodromus pyri (Raubmilbe) eingestuft.
00A197-62,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A197-62,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
026764-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008178-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008178-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
007402-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
007402-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
007402-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00B150-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B150-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B150-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
026845-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
026845-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
026326-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
026326-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
007028-00,N/A,N/A
007029-00,N/A,N/A
00B164-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
